name,ID,clp1p__vs_wtp__p.val,clp1s__vs_wts__p.val,clp2p__vs_wtp__p.val,clp2s__vs_wts__p.val,clp1p__vs_wtp__p.adj,clp1s__vs_wts__p.adj,clp2p__vs_wtp__p.adj,clp2s__vs_wts__p.adj,clp1p__vs_wtp__significant,clp1s__vs_wts__significant,clp2p__vs_wtp__significant,clp2s__vs_wts__significant,significant,clp1p__vs_wtp__ratio,clp1s__vs_wts__ratio,clp2p__vs_wtp__ratio,clp2s__vs_wts__ratio,clp1p__centered,clp1s__centered,clp2p__centered,clp2s__centered,wtp__centered,wts__centered
"Pentatricopeptide repeat-containing protein At5g09450, mitochondrial",AT5G09450.1,0.2565025120814257,0.1313383234386273,0.06859512152900109,0.2497008370103339,0.541,0.4,0.186,0.859,FALSE,FALSE,FALSE,FALSE,FALSE,0.474,0.639,0.845,0.482,1.13,-0.705,1.5,-0.863,0.656,-1.34
"Pentatricopeptide repeat-containing protein At5g15980, mitochondrial",AT5G15980.1,0.020500223494026415,0.032459595144187045,0.14460944973172082,0.6352918840376208,0.124,0.119,0.283,0.92,FALSE,FALSE,FALSE,FALSE,FALSE,0.73,0.666,0.475,0.139,0.151,0.566,-0.104,0.0393,-0.579,-0.1
Peptidase family M48 family protein,AT5G51740.1,0.5578648509626994,0.6813071011150577,0.6059117304724655,0.9026240932134979,0.705,0.812,0.565,0.936,FALSE,FALSE,FALSE,FALSE,FALSE,-0.197,0.138,0.187,-0.041,-0.839,0.713,-0.455,0.534,-0.642,0.575
PETC,AT4G03280.2,0.5332483225882575,0.3462889008871649,0.9619542107786823,0.01920384748154214,0.697,0.674,0.663,0.492,FALSE,FALSE,FALSE,FALSE,FALSE,0.311,0.474,-0.0256,-1.25,-0.676,1.54,-1.01,-0.186,-0.987,1.07
PEX11C,AT1G01820.1,0.9327631522835327,0.5958444518478976,0.39349686832935804,0.28171205689900797,0.792,0.789,0.469,0.869,FALSE,FALSE,FALSE,FALSE,FALSE,-0.053900000000000003,0.34,-0.594,0.698,-0.692,0.746,-1.23,1.1,-0.639,0.406
PEX11D,AT2G45740.3,0.48850925757180796,0.7085216767824993,0.9732871314679205,0.4368931603632913,0.68,0.819,0.665,0.899,FALSE,FALSE,FALSE,FALSE,FALSE,0.289,0.155,0.015,0.325,-1.56,1.59,-1.84,1.76,-1.85,1.44
PEX14,AT5G62810.1,0.2877868493486988,0.70038455468369,0.274106511290969,0.4923591188808192,0.567,0.817,0.389,0.906,FALSE,FALSE,FALSE,FALSE,FALSE,-0.624,0.223,0.694,0.4,-2.3,1.58,-0.98,1.76,-1.67,1.36
PGDH1,AT4G34200.1,0.5526158160873047,0.27330365093640957,0.21468847739152996,0.49098386510330094,0.703,0.612,0.341,0.906,FALSE,FALSE,FALSE,FALSE,FALSE,0.201,0.376,-0.462,-0.234,1.6,-0.904,0.936,-1.51,1.4,-1.28
PGI1,AT4G24620.1,0.3281234033323429,0.5501678689737776,0.26582986070815773,0.12626690810530627,0.596,0.775,0.382,0.793,FALSE,FALSE,FALSE,FALSE,FALSE,-0.412,-0.249,-0.508,0.656,0.944,-1.36,0.848,-0.458,1.36,-1.11
PGIV,AT5G18800.2,0.07036944160751445,0.8890225674536354,0.6955018827590977,0.7632279345752793,0.271,0.852,0.595,0.929,FALSE,FALSE,FALSE,FALSE,FALSE,0.492,-0.0363,-0.11,-0.0785,-1.44,1.63,-2.04,1.59,-1.93,1.67
PGK1,AT3G12780.1,0.4588480418381776,0.511793267426504,0.1893948257516281,0.11990886918016677,0.667,0.761,0.322,0.787,FALSE,FALSE,FALSE,FALSE,FALSE,-0.343,-0.303,-0.666,-0.738,1.58,-1.43,1.25,-1.87,1.92,-1.13
PHB1,AT4G28510.1,0.32132856948658506,0.8617866838758108,0.7440293228429443,0.7659610017640095,0.592,0.847,0.609,0.929,FALSE,FALSE,FALSE,FALSE,FALSE,-0.217,0.0377,-0.0763,0.0644,-2.68,2.35,-2.54,2.38,-2.46,2.31
PHB3,AT5G40770.1,0.2523086868348641,0.9309750907329677,0.09610809575375345,0.7762937064111617,0.537,0.858,0.226,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,-1.19,0.0887,-1.91,0.291,-3.94,3.36,-4.66,3.56,-2.75,3.27
PHB4,AT3G27280.2,0.5141012330186974,0.2808838244813585,0.7126924260309879,0.4848925401874956,0.69,0.62,0.6,0.905,FALSE,FALSE,FALSE,FALSE,FALSE,-0.288,-0.481,0.175,0.309,-1.58,0.813,-1.12,1.6,-1.29,1.29
PHB6,AT2G20530.2,0.2243915373640436,0.8917015152908719,0.016809708211045743,0.8648408003843315,0.51,0.852,0.0716,0.935,FALSE,FALSE,FALSE,FALSE,FALSE,-0.718,0.079,-1.62,0.0987,-2.32,2.13,-3.22,2.15,-1.6,2.05
"Phenylalanine--tRNA ligase, chloroplastic/mitochondrial",AT3G58140.1,0.9194484094569246,0.13834560284422887,0.9014740582684431,0.5755257833187415,0.79,0.416,0.649,0.915,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0162,0.245,-0.0214,0.0901,0.392,-0.23,0.387,-0.385,0.408,-0.475
"Phosphoglycerate kinase 2, chloroplastic",AT1G56190.2,0.35266721011819757,0.2707714356729599,0.059600366908365746,0.8532569036310497,0.612,0.61,0.172,0.934,FALSE,FALSE,FALSE,FALSE,FALSE,0.418,-0.497,-0.948,-0.0822,0.859,-0.611,-0.507,-0.196,0.442,-0.114
PKP1,AT3G22960.1,0.8159775121735406,0.2974118252057259,0.1684038534801094,0.43796489057606103,0.771,0.635,0.305,0.899,FALSE,FALSE,FALSE,FALSE,FALSE,0.102,-0.461,-0.666,-0.341,0.952,-0.841,0.184,-0.72,0.85,-0.379
PKP2,AT5G52920.1,0.5276958326975181,0.9873653201101104,0.07540228052212732,0.6619979799075685,0.695,0.865,0.196,0.922,FALSE,FALSE,FALSE,FALSE,FALSE,-0.211,0.00526,-0.666,0.146,0.435,-0.4,-0.0205,-0.26,0.646,-0.405
PMDH1,AT2G22780.1,0.713665887307644,0.7162245194577348,0.6352107794681204,0.668925311509172,0.749,0.82,0.575,0.923,FALSE,FALSE,FALSE,FALSE,FALSE,0.301,0.298,0.421,0.351,-1.98,1.97,-1.86,2.02,-2.28,1.67
PMDH2,AT5G09660.2,0.12252367321432919,0.8492638866379238,0.015861668204108597,0.22241496357171547,0.371,0.845,0.0682,0.849,FALSE,FALSE,FALSE,FALSE,FALSE,-0.311,0.0371,-0.55,-0.243,-0.804,0.799,-1.04,0.519,-0.493,0.762
PNP2,AT5G14580.1,0.525142753055404,0.039466099536986744,0.8026171773035358,0.07710247472740132,0.694,0.141,0.625,0.731,FALSE,FALSE,FALSE,FALSE,FALSE,-0.25,0.854,0.106,0.722,-1.24,1.3,-0.887,1.16,-0.993,0.442
Polyketide cyclase / dehydrase and lipid transport protein,AT4G17650.1,0.9566545190897893,0.3667122896526741,0.5184347959275589,0.12924560708992375,0.796,0.687,0.53,0.796,FALSE,FALSE,FALSE,FALSE,FALSE,0.0344,0.577,-0.444,0.99,-0.346,0.503,-0.824,0.915,-0.38,-0.0745
PPA6,AT5G09650.1,0.3741773116990662,0.379359513192973,0.08050402571544965,0.02810325146452975,0.625,0.696,0.203,0.564,FALSE,FALSE,FALSE,FALSE,FALSE,-0.336,-0.332,-0.736,-0.877,0.853,-0.723,0.453,-1.27,1.19,-0.39
Predicted eukaryotic LigT,AT3G16230.9,0.8856323634209289,0.1764122795809685,0.57710281169639,0.7509593414481299,0.784,0.487,0.554,0.928,FALSE,FALSE,FALSE,FALSE,FALSE,0.0489,0.471,0.206,0.108,-0.0882,0.336,0.0685,-0.027,-0.137,-0.135
"Predicted pyridoxal phosphate-dependent enzyme, YBL036C type",AT4G26860.1,0.8387418494197493,0.09347195960467893,0.5657154781038527,0.0360166411067501,0.776,0.306,0.55,0.609,FALSE,FALSE,FALSE,FALSE,FALSE,0.0778,-0.666,-0.238,-0.851,0.194,-0.234,-0.122,-0.418,0.117,0.432
PREP2,AT1G49630.3,0.8026902858138523,0.34684819863177796,0.3953878882787605,0.574207812791002,0.769,0.674,0.47,0.915,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0927,-0.353,0.344,-0.209,-0.387,0.049,0.0496,0.193,-0.294,0.402
"Probable 3-hydroxyisobutyrate dehydrogenase, mitochondrial",AT4G20930.1,0.5640236686813345,0.7799500164752898,0.2868057907666707,0.991400373757441,0.707,0.833,0.398,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,0.288,-0.139,0.58,-0.00535,0.157,-0.212,0.449,-0.0781,-0.131,-0.0727
"Probable adenylate kinase 6, chloroplastic",AT2G39270.1,0.2691478417614367,0.433735795910707,0.8974067055969974,0.6623411110004743,0.552,0.726,0.649,0.922,FALSE,FALSE,FALSE,FALSE,FALSE,0.662,-0.465,-0.0821,-0.258,0.85,-0.596,0.105,-0.389,0.188,-0.131
Probable cytochrome c oxidase subunit 5C-1,AT3G62400.1,0.9587494506567691,0.8269608144454289,0.5652373971471514,0.12496544176552372,0.796,0.842,0.55,0.792,FALSE,FALSE,FALSE,FALSE,FALSE,0.0411,0.174,-0.495,1.26,-1.17,0.914,-1.7,2,-1.21,0.741
Probable protein phosphatase 2C 55,AT4G16580.1,0.4219483330462631,0.7396719035389852,0.23750315624310883,0.09483970938912178,0.65,0.825,0.359,0.758,FALSE,FALSE,FALSE,FALSE,FALSE,0.377,-0.155,0.605,-0.807,0.14,0.106,0.369,-0.547,-0.237,0.261
Probable protein phosphatase 2C 76,AT5G53140.2,0.7375900255755463,0.15312994260081417,0.968728536926892,0.9511007403930547,0.755,0.445,0.664,0.939,FALSE,FALSE,FALSE,FALSE,FALSE,0.0999,-0.437,-0.0126,0.0183,0.2,-0.419,0.0872,0.0363,0.0998,0.018
Probable protein phosphatase 2C 80,AT5G66720.2,0.07396538913536678,0.8893409039895352,0.5258666835340673,0.9253164371987636,0.278,0.852,0.534,0.938,FALSE,FALSE,FALSE,FALSE,FALSE,0.788,0.0588,0.291,0.0396,0.354,0.0887,-0.143,0.0695,-0.434,0.0299
"Probable trans-2-enoyl-CoA reductase, mitochondrial",AT3G45770.1,0.49918932161270657,0.7360346548293495,0.7389934873252672,0.41069415745703997,0.684,0.824,0.608,0.895,FALSE,FALSE,FALSE,FALSE,FALSE,-0.342,-0.17,-0.181,-0.418,0.0779,-0.2,0.239,-0.448,0.42,-0.0298
PRXIIE,AT3G52960.1,0.5571075547260393,0.6930378527933312,0.2347068948556147,0.1102623369470861,0.705,0.815,0.357,0.777,FALSE,FALSE,FALSE,FALSE,FALSE,-0.247,0.166,-0.548,-0.693,0.585,-0.202,0.284,-1.06,0.832,-0.367
PRXIIF,AT3G06050.1,0.07364975510426998,0.3030690410138939,0.3805807724955995,0.7680950374175171,0.278,0.64,0.461,0.929,FALSE,FALSE,FALSE,FALSE,FALSE,-0.296,-0.165,-0.151,-0.0467,0.363,-0.562,0.507,-0.443,0.658,-0.396
PRXQ,AT3G26060.3,0.17117320839343275,0.9045036812603021,0.572113685355641,0.7423028011641313,0.447,0.854,0.552,0.928,FALSE,FALSE,FALSE,FALSE,FALSE,0.428,-0.0366,-0.187,-0.1,0.122,0.194,-0.494,0.13,-0.307,0.231
PSAB,ATCG00340.1,0.8558133752699175,0.8188681792836575,0.046407307750640246,0.3211575750129645,0.779,0.84,0.15,0.878,FALSE,FALSE,FALSE,FALSE,FALSE,0.0598,-0.0754,-0.747,-0.331,-1.36,1.53,-2.17,1.27,-1.42,1.6
PSAC,ATCG01060.1,0.6576537898552428,0.8321178770912644,0.018946647893398404,0.1887693047445149,0.735,0.843,0.079,0.835,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0955,-0.0456,-0.587,-0.289,-1.87,1.87,-2.36,1.62,-1.77,1.91
PSAE1,AT4G28750.1,0.12182287100542187,0.9051706239440206,0.018936744499537857,0.4477869168942533,0.37,0.854,0.079,0.901,FALSE,FALSE,FALSE,FALSE,FALSE,-0.52,0.0388,-0.89,-0.249,-1.81,1.68,-2.18,1.39,-1.29,1.64
PSAF,AT1G31330.1,0.9943964527586868,0.045647025405153994,0.917789689594124,0.44620860436620713,0.801,0.16,0.653,0.9,FALSE,FALSE,FALSE,FALSE,FALSE,-0.00611,1.84,-0.097,-0.668,-0.8,2.2,-0.891,-0.303,-0.794,0.365
PSAL,AT4G12800.1,0.9911188007803811,0.8269663263023147,0.9934069441933994,0.3087550795657375,0.801,0.842,0.669,0.876,FALSE,FALSE,FALSE,FALSE,FALSE,0.00849,-0.167,-0.00681,-0.788,-0.769,0.862,-0.784,0.242,-0.777,1.03
PSAT1,AT4G35630.1,0.4361385378058035,0.15109620018758602,0.1620815510505205,0.8407262364745294,0.657,0.442,0.3,0.933,FALSE,FALSE,FALSE,FALSE,FALSE,-0.23,0.433,-0.454,0.0589,1.29,-0.93,1.06,-1.3,1.52,-1.36
PSAT2,AT2G17630.1,0.6725770011695209,0.022222980229765415,0.07710286045357831,0.2765399882980637,0.739,0.0882,0.199,0.867,FALSE,FALSE,FALSE,FALSE,FALSE,0.142,-0.821,-0.666,-0.37,0.241,-0.396,-0.567,0.0554,0.0994,0.425
PSBA,ATCG00020.1,0.2316677382813119,0.6042114711810811,0.7124659403151798,0.5095469152430714,0.517,0.792,0.6,0.908,FALSE,FALSE,FALSE,FALSE,FALSE,0.455,0.194,-0.149,-0.247,-1.88,2.24,-2.49,1.8,-2.34,2.05
PSBB,ATCG00680.1,0.8569035015246298,0.6444948782049755,0.9091501373527568,0.8289456347486311,0.779,0.803,0.651,0.933,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0628,0.161,0.0429,-0.0752,-2.51,2.39,-2.41,2.15,-2.45,2.23
PSBC,ATCG00280.1,0.7832362684585509,0.9969499652139537,0.6205818246182877,0.047435239637130935,0.765,0.866,0.57,0.657,FALSE,FALSE,FALSE,FALSE,FALSE,0.201,-0.00279,0.392,-1.53,-2.17,2.51,-1.98,0.99,-2.37,2.52
PSBD,ATCG00270.1,0.8468148601839101,0.5192082082591221,0.2514892671793854,0.7640214572378843,0.777,0.763,0.37,0.929,FALSE,FALSE,FALSE,FALSE,FALSE,0.0728,0.244,-0.475,-0.113,-1.92,2.12,-2.47,1.77,-2,1.88
PSBO1,AT5G66570.1,0.2040989164084826,0.836332631318597,0.6719902391545552,0.6628736984392323,0.488,0.843,0.587,0.922,FALSE,FALSE,FALSE,FALSE,FALSE,-1.21,0.193,-0.429,-0.409,-2.44,1.91,-1.66,1.3,-1.23,1.71
PSBP1,AT1G06680.2,0.2788512353492628,0.8641684310403234,0.029810380550109587,0.4282500013422693,0.56,0.848,0.112,0.898,FALSE,FALSE,FALSE,FALSE,FALSE,-0.852,-0.133,-1.94,-0.619,-1.74,1.7,-2.83,1.22,-0.891,1.84
PSBQ1,AT4G21280.1,0.49082621097810264,0.9018073352116671,0.49492643364362665,0.011365456818452942,0.681,0.853,0.52,0.389,FALSE,FALSE,FALSE,FALSE,FALSE,-0.32,0.0569,-0.342,-1.27,-1.78,2,-1.81,0.665,-1.46,1.94
PSBQ2,AT4G05180.2,0.3804943216579101,0.8947760006138088,0.8168051864186364,0.13767444023699427,0.629,0.852,0.629,0.803,FALSE,FALSE,FALSE,FALSE,FALSE,0.33,-0.0492,-0.0932,-0.569,-0.773,1.08,-1.2,0.562,-1.1,1.13
PSBS,AT1G44575.3,0.7701017324842692,0.4923472931072782,0.9124776447339642,0.05968692227483387,0.762,0.753,0.652,0.693,FALSE,FALSE,FALSE,FALSE,FALSE,0.223,-0.527,0.0906,-1.51,-1.39,1.54,-1.53,0.557,-1.62,2.06
PSST/20 kDa,AT5G11770.1,0.09838984234940051,0.716607111301206,0.026819946967027032,0.39685787322331,0.328,0.82,0.104,0.893,FALSE,FALSE,FALSE,FALSE,FALSE,-0.716,-0.152,-1.07,-0.357,-2.46,2.12,-2.81,1.91,-1.74,2.27
PUMP1,AT3G54110.1,0.056124400379382405,0.7781602144221453,0.07281622849078417,0.6466472503409744,0.236,0.833,0.192,0.921,FALSE,FALSE,FALSE,FALSE,FALSE,-1.04,-0.146,-1.05,-0.238,-3.58,2.92,-3.58,2.82,-2.54,3.06
Putative endonuclease or glycosyl hydrolase,AT5G09840.1,0.9710516901073382,0.48496446536462934,0.8536536590965933,0.5761268767203117,0.798,0.75,0.638,0.915,FALSE,FALSE,FALSE,FALSE,FALSE,0.0122,0.237,-0.0673,0.189,-0.727,0.785,-0.806,0.737,-0.739,0.548
PYD1,AT3G17810.1,0.9796191750818083,0.30939467833432815,0.21227468881339995,0.5499724872623073,0.799,0.645,0.34,0.912,FALSE,FALSE,FALSE,FALSE,FALSE,-0.00972,0.392,-0.523,-0.228,2.05,-1.42,1.54,-2.04,2.06,-1.81
PYD4,AT3G08860.2,0.9766568385118668,0.33981079577146955,0.6470408621842733,0.3160386820706371,0.799,0.669,0.579,0.877,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0123,-0.405,0.208,-0.426,0.031,-0.216,0.251,-0.237,0.0432,0.19
QCR7-1,AT4G32470.1,0.44072947215413505,0.6146497748744603,0.24669013919212834,0.9036524002307275,0.659,0.795,0.366,0.936,FALSE,FALSE,FALSE,FALSE,FALSE,-0.643,0.418,-1.05,0.1,-2.84,2.74,-3.25,2.42,-2.2,2.32
RABE1C,AT5G59840.1,0.3454143505073297,0.22181105393761974,0.6079835569569895,0.20328403963995106,0.608,0.554,0.566,0.841,FALSE,FALSE,FALSE,FALSE,FALSE,0.278,-0.362,-0.162,-0.378,0.284,-0.174,-0.155,-0.189,0.00678,0.188
RABE1D,AT5G59840.1,0.985070687603008,0.4768055385032738,0.3390635159747002,0.8090475592485886,0.8,0.746,0.435,0.932,FALSE,FALSE,FALSE,FALSE,FALSE,0.00602,-0.23,-0.336,0.0777,0.0276,-0.117,-0.314,0.191,0.0216,0.113
RABH1B,AT2G44610.1,0.12760023357508798,0.17440388055073747,0.15615181261755662,0.3478235213326958,0.379,0.484,0.294,0.884,FALSE,FALSE,FALSE,FALSE,FALSE,-0.64,0.567,-0.641,0.387,-0.459,0.457,-0.46,0.277,0.18,-0.11
RABH1C,AT2G44610.1,0.10116518929747088,0.9358311613878944,0.6510955961188972,0.7879469798143255,0.334,0.858,0.581,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,-0.766,-0.0363,-0.221,-0.121,-0.931,0.478,-0.386,0.393,-0.165,0.515
RABH1D,AT2G44610.1,0.5062869049757885,0.9511639365233955,0.5526552296526447,0.827867461186626,0.687,0.86,0.545,0.933,FALSE,FALSE,FALSE,FALSE,FALSE,0.26,-0.0238,0.25,0.0845,-0.268,0.29,-0.277,0.399,-0.528,0.314
RABH1E,AT2G44610.1,0.7974793592778953,0.8213792354395674,0.11103424796068229,0.397748773299626,0.767,0.841,0.246,0.893,FALSE,FALSE,FALSE,FALSE,FALSE,0.106,0.0936,-0.738,0.354,-0.195,0.369,-1.04,0.63,-0.301,0.276
RBCS-1A,AT1G67090.1,0.8467482292928477,0.6080303007363759,0.8342306611817423,0.4064823140639807,0.777,0.793,0.633,0.894,FALSE,FALSE,FALSE,FALSE,FALSE,-0.206,-0.547,0.241,-0.891,0.468,-0.677,0.915,-1.02,0.674,-0.13
RBCS-1B,AT5G38410.1,0.00973456388362105,0.8176003267174794,0.09702437656096746,0.686854718096108,0.0677,0.84,0.227,0.924,FALSE,FALSE,FALSE,FALSE,FALSE,-2.69,0.219,-1.77,-0.383,0.411,-1.23,1.33,-1.83,3.1,-1.45
RBG2,AT4G13850.1,0.32628944118333914,0.09971085960204545,0.5320631098043034,0.1820098363907557,0.595,0.323,0.536,0.831,FALSE,FALSE,FALSE,FALSE,FALSE,0.171,0.294,0.117,0.236,0.395,-0.173,0.34,-0.232,0.223,-0.468
RBG5,AT1G74230.1,0.15147211507923816,0.04074734856596684,0.30156553532421276,0.02760342155441877,0.418,0.145,0.409,0.561,FALSE,FALSE,FALSE,FALSE,FALSE,1.35,1.98,1.04,2.15,0.943,0.267,0.629,0.439,-0.407,-1.71
RCA,AT2G39730.3,0.6784888481807027,0.941298338731578,0.3971397439775256,0.08917794916536767,0.74,0.859,0.471,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,-0.279,0.0495,-0.621,-1.19,1.55,-0.999,1.21,-2.24,1.83,-1.05
Ribosomal protein L13 family protein,AT3G01790.2,0.5968198692209846,0.0747367328124015,0.4603927066933988,0.11674504085537601,0.718,0.249,0.504,0.784,FALSE,FALSE,FALSE,FALSE,FALSE,-0.274,0.96,-0.415,0.837,-0.977,1.2,-1.12,1.08,-0.703,0.24
Ribosomal protein L2 family,AT2G44065.3,0.9290084680080771,0.07562151214727557,0.1075103332081551,0.18110528039120113,0.791,0.252,0.241,0.831,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0348,0.725,-0.704,0.535,-0.496,0.915,-1.16,0.726,-0.461,0.19
"Ribosomal protein L25/Gln-tRNA synthetase, anti-codon-binding domain.1",AT5G66860.1,0.11765118682263159,0.16236556967410098,0.12902704989624303,0.47384257032152177,0.363,0.463,0.267,0.904,FALSE,FALSE,FALSE,FALSE,FALSE,0.428,0.38,0.448,0.191,-0.652,0.925,-0.632,0.736,-1.08,0.545
ribosomal protein L29 family protein,AT1G07830.1,0.5723985794481931,0.24116503949673046,0.7541120445395144,0.7777399462007026,0.71,0.578,0.612,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,0.156,0.328,-0.093,-0.0775,-0.282,0.617,-0.53,0.211,-0.437,0.289
Ribosomal protein L4/L1 family,AT2G20060.1,0.5625590403069656,0.031930893639687936,0.7348488029666937,0.7623684917646636,0.707,0.117,0.607,0.929,FALSE,FALSE,FALSE,FALSE,FALSE,-0.238,0.934,0.15,0.124,-0.962,1.29,-0.574,0.476,-0.724,0.352
Ribosomal protein S18,AT1G07210.1,0.00872305058151419,0.16934223099304666,0.29303169803084594,0.17708477168690606,0.0629,0.475,0.403,0.829,FALSE,FALSE,FALSE,FALSE,FALSE,1.24,0.605,0.495,0.594,0.177,0.641,-0.566,0.63,-1.06,0.0364
Ribosomal protein S25 family protein,AT4G39200.2,0.43079656912506337,0.0970151432518804,0.9397463735073773,0.9905108768269574,0.654,0.315,0.658,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,-0.388,-0.841,-0.0399,-0.00581,-2.25,1.29,-1.9,2.12,-1.86,2.13
Ribosomal protein S5 domain 2-like superfamily protein,AT3G49080.1,0.12392228451826659,0.4693558315365338,0.46674319274804166,0.1262269121904488,0.373,0.743,0.507,0.793,FALSE,FALSE,FALSE,FALSE,FALSE,0.826,0.379,0.412,0.82,0.444,-0.0491,0.0298,0.392,-0.382,-0.428
Ribosome recycling factor,AT3G01800.1,0.4735135335664372,0.4627076519988803,0.3179302889524533,0.41924939976489073,0.674,0.74,0.421,0.896,FALSE,FALSE,FALSE,FALSE,FALSE,-0.245,0.251,-0.37,0.276,-2.23,2.07,-2.36,2.09,-1.99,1.82
RPL11A,AT5G45775.1,0.994372064393132,0.5517658012697828,0.6815696047433056,0.2730259506569092,0.801,0.775,0.59,0.866,FALSE,FALSE,FALSE,FALSE,FALSE,0.00362,-0.307,-0.228,-0.572,-0.476,0.482,-0.708,0.217,-0.48,0.789
RPL11B,AT5G45775.1,0.2165158887829875,0.808367690723114,0.07486923213845499,0.03438403838540999,0.502,0.838,0.195,0.601,FALSE,FALSE,FALSE,FALSE,FALSE,-0.536,-0.103,-0.853,-0.955,-0.398,0.515,-0.715,-0.336,0.138,0.618
RPL11B.1,AT5G45775.1,0.35700231196451093,0.7329364995335361,0.4835029746012499,0.19049532404883188,0.615,0.824,0.515,0.835,FALSE,FALSE,FALSE,FALSE,FALSE,0.379,-0.139,0.31,-0.545,-0.285,0.494,-0.354,0.088,-0.664,0.633
RPL11B.2,AT5G45775.1,0.2938325730891122,0.4616172243285521,0.22931654565800788,0.04614896264312536,0.572,0.739,0.353,0.652,FALSE,FALSE,FALSE,FALSE,FALSE,-0.444,-0.309,-0.552,-0.877,-0.685,0.593,-0.793,0.025,-0.241,0.902
RPL23C,AT3G04400.2,0.6782355868461922,0.9616717191929446,0.9787050251927405,0.89429802588866,0.74,0.862,0.666,0.936,FALSE,FALSE,FALSE,FALSE,FALSE,-0.137,0.0158,-0.0095,0.0438,-1.82,1.59,-1.69,1.62,-1.68,1.57
RPL23C.1,AT3G04400.2,0.2763527563638107,0.9629279475623108,0.574565424208918,0.8977442941178695,0.558,0.862,0.553,0.936,FALSE,FALSE,FALSE,FALSE,FALSE,-0.377,0.0158,0.207,0.0438,-1.95,1.51,-1.36,1.54,-1.57,1.49
RPL23C.2,AT3G04400.2,0.1439411305438551,0.9446947486171432,0.853868627595959,0.8479324457541608,0.406,0.86,0.638,0.934,FALSE,FALSE,FALSE,FALSE,FALSE,-0.343,0.0158,0.0454,0.0438,-1.89,1.52,-1.5,1.55,-1.55,1.5
RPL28A,AT2G19730.3,0.0322830160827906,0.7507103308255287,0.05349188629203441,0.7061076132927413,0.17,0.828,0.162,0.925,FALSE,FALSE,FALSE,FALSE,FALSE,-1.09,0.152,-1.05,-0.181,-2.38,1.97,-2.34,1.64,-1.29,1.82
RPL29,AT5G65220.1,0.9887286538322155,0.3005935502707547,0.013230179002396066,0.4157905394706457,0.8,0.638,0.0587,0.896,FALSE,FALSE,FALSE,FALSE,FALSE,0.00421,0.313,-0.868,0.245,0.144,0.215,-0.728,0.147,0.139,-0.0983
RPL38B,AT3G59540.1,0.8560662920746777,0.21795415704415763,0.3941209390189667,0.6150270599823964,0.779,0.549,0.469,0.918,FALSE,FALSE,FALSE,FALSE,FALSE,0.119,-0.825,-0.61,0.331,-0.413,-0.0598,-1.14,1.1,-0.532,0.765
RPL38B.1,AT3G59540.1,0.36785189947063535,0.6091434325371847,0.24052902086126923,0.3087911951583081,0.621,0.793,0.361,0.876,FALSE,FALSE,FALSE,FALSE,FALSE,-0.576,-0.325,-0.817,0.653,-0.734,0.108,-0.975,1.08,-0.159,0.432
RPL3B,AT3G17465.1,0.4773245214715093,0.026022964711988512,0.058632005775592876,0.06333390258147886,0.675,0.101,0.17,0.702,FALSE,FALSE,FALSE,FALSE,FALSE,-0.257,0.854,-0.769,0.698,-0.766,1.08,-1.28,0.925,-0.51,0.228
RPL40B,AT3G52590.1,0.9552816694287204,0.3954847894068638,0.7315541699933688,0.04588168186316148,0.795,0.705,0.606,0.651,FALSE,FALSE,FALSE,FALSE,FALSE,0.0385,-0.588,-0.255,-1.45,-0.778,0.888,-1.07,0.0317,-0.816,1.48
RPL40B.1,AT3G52590.1,0.510784698312865,0.3840737349023382,0.8798777560244071,0.02361561923656359,0.688,0.698,0.644,0.532,FALSE,FALSE,FALSE,FALSE,FALSE,0.39,-0.518,0.0962,-1.43,-0.889,1.15,-1.18,0.238,-1.28,1.67
RPL7AA,AT3G62870.1,0.3601399026898705,0.7555158050345254,0.5420612501709652,0.5073417949762321,0.617,0.828,0.54,0.908,FALSE,FALSE,FALSE,FALSE,FALSE,0.269,-0.0906,0.192,-0.194,-0.246,0.338,-0.322,0.235,-0.514,0.429
RPL7AB,AT3G62870.1,0.47753488080845563,0.7541766263450705,0.18476506519887356,0.5049634815121848,0.675,0.828,0.319,0.908,FALSE,FALSE,FALSE,FALSE,FALSE,-0.207,-0.0906,-0.424,-0.194,-0.504,0.451,-0.721,0.348,-0.297,0.542
RPL8A,AT2G18020.1,0.05645753594845445,0.45256798455177405,0.03428478957699567,0.03232234665388916,0.237,0.735,0.124,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,0.674,-0.255,0.818,-0.767,-0.514,0.746,-0.371,0.234,-1.19,1
