Locus Identifier	Gene Model Name	Gene Model Description	Gene Model Type	Primary Gene Symbol	All Gene Symbols
AT2G31410	AT2G31410.1	coiled-coil protein;(source:Araport11)	protein_coding			
AT3G48298	AT3G48298.1	This gene encodes a small protein and has either evidence of transcription or purifying selection.	protein_coding			
AT4G27654	AT4G27654.1	transmembrane protein;(source:Araport11)	protein_coding			
AT2G33855	AT2G33855.1	transmembrane protein;(source:Araport11)	protein_coding			
AT3G46430	AT3G46430.1	ATP synthase;(source:Araport11)	protein_coding			
AT5G63520	AT5G63520.1	F-box/LRR protein;(source:Araport11)	protein_coding			
AT5G28295	AT5G28295.1	hypothetical protein;(source:Araport11)	protein_coding			
AT4G33310	AT4G33310.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G22088	AT2G22088.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G26470	AT2G26470.1	embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein;(source:Araport11)	protein_coding			
AT1G30845	AT1G30845.1	cell growth defect protein;(source:Araport11)	protein_coding			
AT2G19290	AT2G19290.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G52960	AT5G52960.1	tRNA dimethylallyltransferase;(source:Araport11)	protein_coding			
AT5G58100	AT5G58100.1	transmembrane protein;(source:Araport11)	protein_coding			
AT5G26720	AT5G26720.1	ubiquitin carboxyl-terminal hydrolase-like protein;(source:Araport11)	protein_coding			
AT3G48120	AT3G48120.1	serine/arginine-rich splicing factor;(source:Araport11)	protein_coding			
AT1G53633	AT1G53633.1	hypothetical protein;(source:Araport11)	protein_coding			
AT4G26040	AT4G26040.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G13310	AT5G13310.1	hypothetical protein;(source:Araport11)	protein_coding			
AT4G09170	AT4G09170.1	transmembrane protein;(source:Araport11)	protein_coding			
AT5G19340	AT5G19340.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G46490	AT2G46490.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G30680	AT2G30680.1	callose synthase-like protein;(source:Araport11)	protein_coding			
AT3G62730	AT3G62730.1	desiccation-like protein;(source:Araport11)	protein_coding			
AT1G21470	AT1G21470.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G43572	AT3G43572.1	transmembrane protein;(source:Araport11)	protein_coding			
AT1G43722	AT1G43722.1	nuclease;(source:Araport11)	protein_coding			
AT5G05250	AT5G05250.1	hypothetical protein;(source:Araport11)	protein_coding			
AT4G34412	AT4G34412.1	EKC/KEOPS complex subunit tprkb-like protein;(source:Araport11)	protein_coding			
AT2G06667	AT2G06667.1	transposase-associated domain protein;(source:Araport11)	protein_coding			
AT3G44713	AT3G44713.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G12380	AT1G12380.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G18969	AT2G18969.1	Encodes a atypical member of the bHLH (basic helix-loop-helix) family transcriptional factors.	protein_coding			
AT5G54410	AT5G54410.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G22723	AT3G22723.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G25400	AT3G25400.1	dCTP pyrophosphatase-like protein;(source:Araport11)	protein_coding			
AT1G62220	AT1G62220.1	transmembrane protein;(source:Araport11)	protein_coding			
AT5G40500	AT5G40500.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G04184	AT3G04184.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G24960	AT2G24960.1	Myb/SANT-like DNA-binding domain protein;(source:Araport11)	protein_coding			
AT3G43280	AT3G43280.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G20362	AT2G20362.1	transmembrane protein;(source:Araport11)	protein_coding			
AT1G06010	AT1G06010.1	basic leucine zipper/W2 domain protein;(source:Araport11)	protein_coding			
AT2G03320	AT2G03320.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G01015	AT5G01015.1	transmembrane protein;(source:Araport11)	protein_coding			
AT1G42480	AT1G42480.1	TLR4 regulator/MIR-interacting MSAP protein;(source:Araport11)	protein_coding			
AT1G48720	AT1G48720.1	Copia-like polyprotein/retrotransposon;(source:Araport11)	protein_coding			
AT4G18090	AT4G18090.1	hypothetical protein;(source:Araport11)	protein_coding			
AT4G31260	AT4G31260.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G24570	AT5G24570.1	hypothetical protein;(source:Araport11)	protein_coding			
AT4G28005	AT4G28005.1	NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit;(source:Araport11)	protein_coding			
AT5G43150	AT5G43150.1	elongation factor;(source:Araport11)	protein_coding			
AT4G02830	AT4G02830.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G15359	AT3G15359.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G04900	AT2G04900.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G13990	AT1G13990.3	plant/protein;(source:Araport11)	protein_coding			
AT2G20500	AT2G20500.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G42330	AT5G42330.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G01430	AT3G01430.1	NHL domain protein;(source:Araport11)	protein_coding			
AT5G15008	AT5G15008.1	This gene encodes a small protein and has either evidence of transcription or purifying selection.	protein_coding			
AT4G11930	AT4G11930.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G01660	AT5G01660.1	influenza virus NS1A-binding protein;(source:Araport11)	protein_coding			
AT2G09388	AT2G09388.1	hypothetical protein;(source:Araport11)	protein_coding			
AT4G30390	AT4G30390.1	UDP-arabinopyranose mutase;(source:Araport11)	protein_coding			
AT1G16840	AT1G16840.4	hypothetical protein;(source:Araport11)	protein_coding			
AT1G49940	AT1G49940.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G48090	AT2G48090.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G21351	AT3G21351.1	transmembrane protein;(source:Araport11)	protein_coding			
AT4G08240	AT4G08240.2	histone-lysine N-methyltransferase;(source:Araport11)	protein_coding			
AT3G43940	AT3G43940.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G05860	AT1G05860.1	INO80 complex subunit D-like protein;(source:Araport11)	protein_coding			
AT1G11070	AT1G11070.1	hydroxyproline-rich glycoprotein family protein;(source:Araport11)	protein_coding			
AT3G33293	AT3G33293.1	myosin heavy chain-like protein;(source:Araport11)	protein_coding			
AT2G47844	AT2G47844.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G05786	AT2G05786.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G36722	AT5G36722.1	U3 small nucleolar RNA-associated protein;(source:Araport11)	protein_coding			
AT2G22820	AT2G22820.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G31345	AT2G31345.1	transmembrane protein;(source:Araport11)	protein_coding			
AT1G51430	AT1G51430.1	cTAGE family protein;(source:Araport11)	protein_coding			
AT1G64680	AT1G64680.1	beta-carotene isomerase D27;(source:Araport11)	protein_coding			
AT5G19875	AT5G19875.1	transmembrane protein;(source:Araport11)	protein_coding			
AT1G47410	AT1G47410.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G11010	AT2G11010.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G42310	AT2G42310.1	ESSS subunit of NADH:ubiquinone oxidoreductase (complex I) protein;(source:Araport11)	protein_coding			
AT1G68250	AT1G68250.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G28135	AT1G28135.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G25670	AT2G25670.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G15420	AT5G15420.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G35585	AT2G35585.1	cystic fibrosis transmembrane conductance regulator;(source:Araport11)	protein_coding			
AT1G24851	AT1G24851.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G51823	AT1G51823.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G19146	AT2G19146.1	reverse transcriptase-like protein;(source:Araport11)	protein_coding			
AT4G16410	AT4G16410.1	transmembrane protein;(source:Araport11)	protein_coding			
AT3G22520	AT3G22520.1	spindle assembly abnormal protein;(source:Araport11)	protein_coding			
AT5G19570	AT5G19570.1	transmembrane protein;(source:Araport11)	protein_coding			
AT2G47360	AT2G47360.1	transmembrane protein;(source:Araport11)	protein_coding			
AT4G37483	AT4G37483.1	This gene encodes a small protein and has either evidence of transcription or purifying selection.	protein_coding			
AT5G12340	AT5G12340.1	DUF4228 domain protein;(source:Araport11)	protein_coding			
AT3G48185	AT3G48185.1	transmembrane protein;(source:Araport11)	protein_coding			
AT5G41320	AT5G41320.1	stress response NST1-like protein;(source:Araport11)	protein_coding			
AT4G14104	AT4G14104.1	capsid-like protein;(source:Araport11)	protein_coding			
AT2G07787	AT2G07787.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G26539	AT3G26539.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G07380	AT5G07380.3	hypothetical protein;(source:Araport11)	protein_coding			
AT4G37022	AT4G37022.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G42110	AT5G42110.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G20100	AT5G20100.1	plant/protein;(source:Araport11)	protein_coding			
AT1G24380	AT1G24380.1	no-apical-meristem-associated carboxy-terminal domain protein;(source:Araport11)	protein_coding			
AT3G16200	AT3G16200.1	DNA-directed RNA polymerase subunit beta;(source:Araport11)	protein_coding			
AT2G44820	AT2G44820.2	axoneme-associated protein MST101(2) protein;(source:Araport11)	protein_coding			
AT1G47280	AT1G47280.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G10220	AT1G10220.1	ZCF37;(source:Araport11)	protein_coding			
AT1G71910	AT1G71910.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G68680	AT1G68680.1	SH3/FCH domain protein;(source:Araport11)	protein_coding			
AT4G16450	AT4G16450.1	NADH-ubiquinone oxidoreductase;(source:Araport11)	protein_coding			
AT5G52080	AT5G52080.1	F-box associated ubiquitination effector family protein;(source:Araport11)	protein_coding			
AT5G67640	AT5G67640.1	hypothetical protein;(source:Araport11)	protein_coding			
AT4G15990	AT4G15990.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G04870	AT2G04870.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G36835	AT2G36835.1	hypothetical protein;(source:Araport11)	protein_coding			
AT4G26020	AT4G26020.2	4/1 protein short form protein;(source:Araport11)	protein_coding			
AT1G68862	AT1G68862.1	transmembrane protein;(source:Araport11)	protein_coding			
AT4G12617	AT4G12617.1	B3 domain protein;(source:Araport11)	protein_coding			
AT5G58510	AT5G58510.1	Rab3 GTPase-activating protein catalytic protein;(source:Araport11)	protein_coding			
AT4G22160	AT4G22160.2	hypothetical protein;(source:Araport11)	protein_coding			
AT5G36980	AT5G36980.1	U3 small nucleolar RNA-associated protein;(source:Araport11)	protein_coding			
AT3G16070	AT3G16070.1	LOW protein: ATP-dependent RNA helicase-like protein;(source:Araport11)	protein_coding			
AT4G06639	AT4G06639.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G16020	AT2G16020.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G19300	AT2G19300.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G20480	AT2G20480.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G30120	AT2G30120.2	protein FLC EXPRESSOR;(source:Araport11)	protein_coding			
AT5G20045	AT5G20045.1	transmembrane protein;(source:Araport11)	protein_coding			
AT3G14880	AT3G14880.1	transcription factor-like protein;(source:Araport11)	protein_coding			
AT5G23908	AT5G23908.1	This gene encodes a small protein and has either evidence of transcription or purifying selection.	protein_coding			
AT2G33390	AT2G33390.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G44870	AT2G44870.1	replicase polyprotein 1ab protein;(source:Araport11)	protein_coding			
AT4G18580	AT4G18580.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G38780	AT2G38780.1	cytochrome C oxidase subunit;(source:Araport11)	protein_coding			
AT1G16770	AT1G16770.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G37195	AT2G37195.1	acyl-CoA-binding domain protein;(source:Araport11)	protein_coding			
AT3G45525	AT3G45525.1	RING/U-box protein with C6HC-type zinc finger protein;(source:Araport11)	protein_coding			
AT4G33890	AT4G33890.1	transcriptional regulator of RNA polII, SAGA, subunit;(source:Araport11)	protein_coding			
AT4G34550	AT4G34550.1	F-box protein;(source:Araport11)	protein_coding			
AT5G43000	AT5G43000.1	hypothetical protein;(source:Araport11)	protein_coding			
AT4G12380	AT4G12380.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G58990	AT5G58990.1	28S ribosomal S34 protein;(source:Araport11)	protein_coding			
AT4G13320	AT4G13320.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G03090	AT5G03090.1	Mto 1 responding down protein;(source:Araport11)	protein_coding			
AT5G66340	AT5G66340.1	hypothetical protein;(source:Araport11)	protein_coding			
AT2G41445	AT2G41445.1	agamous-like MADS-box protein;(source:Araport11)	protein_coding			
AT5G50565	AT5G50565.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G14172	AT3G14172.1	GPI-anchored adhesin-like protein;(source:Araport11)	protein_coding			
AT1G51020	AT1G51020.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G27030	AT1G27030.1	hypothetical protein;(source:Araport11)	protein_coding			
AT4G25845	AT4G25845.1	oxysterol-binding 4B-like protein;(source:Araport11)	protein_coding			
AT3G32160	AT3G32160.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G42390	AT3G42390.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G53235	AT3G53235.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G07273	AT3G07273.1	hypothetical protein;(source:Araport11)	protein_coding			
AT3G27520	AT3G27520.1	cryptic loci regulator;(source:Araport11)	protein_coding			
AT2G25735	AT2G25735.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G36380	AT1G36380.1	transmembrane protein;(source:Araport11)	protein_coding			
AT1G15772	AT1G15772.1	mediator of RNA polymerase II transcription subunit;(source:Araport11)	protein_coding			
AT1G52320	AT1G52320.2	kinesin-like protein;(source:Araport11)	protein_coding			
AT1G36940	AT1G36940.2	myotubularin-like protein;(source:Araport11)	protein_coding			
AT3G05936	AT3G05936.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G34315	AT1G34315.1	transmembrane protein;(source:Araport11)	protein_coding			
AT5G66440	AT5G66440.1	tRNA-methyltransferase non-catalytic subunit trm6MTase subunit;(source:Araport11)	protein_coding			
AT1G68440	AT1G68440.1	transmembrane protein;(source:Araport11)	protein_coding			
AT4G16850	AT4G16850.1	transmembrane protein;(source:Araport11)	protein_coding			
AT3G04950	AT3G04950.1	SEC-C motif protein;(source:Araport11)	protein_coding			
AT3G16117	AT3G16117.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G50160	AT1G50160.1	ribonuclease H superfamily polynucleotidyl transferase;(source:Araport11)	protein_coding			
AT1G20890	AT1G20890.1	caveolin-1 protein;(source:Araport11)	protein_coding			
AT2G21980	AT2G21980.1	HAUS augmin-like complex subunit;(source:Araport11)	protein_coding			
AT3G32904	AT3G32904.1	Myb/SANT-like DNA-binding domain protein;(source:Araport11)	protein_coding			
AT5G46030	AT5G46030.1	transcription elongation factor-like protein;(source:Araport11)	protein_coding			
AT1G48580	AT1G48580.1	nuclear localized protein;(source:Araport11)	protein_coding			
AT5G21050	AT5G21050.1	hyccin;(source:Araport11)	protein_coding			
AT1G34440	AT1G34440.1	transmembrane protein;(source:Araport11)	protein_coding			
AT4G01995	AT4G01995.1	beta-carotene isomerase D27;(source:Araport11)	protein_coding			
AT1G12064	AT1G12064.1	transmembrane protein;(source:Araport11)	protein_coding			
AT3G32896	AT3G32896.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G71470	AT1G71470.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G10100	AT1G10100.1	hypothetical protein;(source:Araport11)	protein_coding			
AT5G22170	AT5G22170.1	transmembrane protein;(source:Araport11)	protein_coding			
AT3G53294	AT3G53294.1	This gene encodes a small protein and has either evidence of transcription or purifying selection.	protein_coding			
AT4G01170	AT4G01170.1	hypothetical protein;(source:Araport11)	protein_coding			
AT1G26710	AT1G26710.1	transmembrane protein;(source:Araport11)	protein_coding			
AT3G28155	AT3G28155.1	hypothetical protein;(source:Araport11)	protein_coding			
AT4G24410	AT4G24410.1	hypothetical protein;(source:Araport11)	protein_coding			
AT4G23770	AT4G23770.1	hypothetical protein;(source:Araport11)	protein_coding			
