"","AGI","description","location_consensus","left","right","direction","encoded","clp1_RNA_log2fc","clp1_RNA_padj","clp1_Protein_membrane_log2fc","clp1_Protein_membrane_padj","clp1_Protein_soluble_log2fc","clp1_Protein_soluble_padj","clp2_RNA_log2fc","clp2_RNA_padj","clp2_Protein_membrane_log2fc","clp2_Protein_membrane_padj","clp2_Protein_soluble_log2fc","clp2_Protein_soluble_padj"
"486","AT4G09730.1","RH39;Encodes RH39, a DEAD-box protein involved in the introduction of the hidden break into the 23S rRNA in the chloroplasts. Recombinant RH39 binds to the 23S rRNA in a segment adjacent to the stem-loop creating the hidden break target loop in a sequence-dependent manner. Has ATP-hydrolyzing activity at a Kcat of 5.3 /min in the presence of rRNA sequence. Mutants have drastically reduced level of level of ribulose 1,5-bisphosphate carboxylase/oxygenase.","plastid",6136249,6139711,"forward","Nucleus",0.0321668253669315,0.93605096232075,0.313,0.631,1.66,1.4e-05,0.473451930544378,4.76947557894927e-05,0.337,0.81,1.62,0.00421
"487","AT4G09800.1","RPS18A","cytosol",6173715,6175200,"forward","Nucleus",0.01616419558917,0.963683703552494,0.172,0.764,-0.939,0.302,0.108455028663972,0.300678858127793,-0.251,0.856,-0.222,0.817
"488","AT4G09800.2","RPS18A.1","cytosol",6173715,6175200,"forward","Nucleus",0.01616419558917,0.963683703552494,-0.301,0.724,-0.925,0.309,0.108455028663972,0.300678858127793,-0.39,0.837,-0.222,0.816
"489","AT4G09800.3","RPS18A.2","cytosol",6173715,6175200,"forward","Nucleus",0.01616419558917,0.963683703552494,-0.388,0.696,-1.04,0.246,0.108455028663972,0.300678858127793,-0.0416,0.878,-0.222,0.818
"490","AT4G10340.1","light harvesting complex of photosystem II 5;photosystem II encoding the light-harvesting chlorophyll a/b binding protein CP26 of the antenna system of the photosynthetic apparatus","plastid",6408016,6409677,"forward","Nucleus",0.00262647606242814,0.998939767660952,-1.48,0.0821,-0.113,0.812,0.427563973108737,0.0500414394141182,-0.958,0.695,-0.944,0.472
"491","AT4G11010.1","nucleoside diphosphate kinase 3;nucleoside diphosphate kinase 3 (ndpk3), located to the inter-membrane space in mitochondria","mitochondrion",6732580,6734361,"reverse","Nucleus",0.0246076975186393,0.943074444610776,-0.709,0.00267,-0.0635,0.783,0.303864554476259,0.003879844529673,-0.83,0.106,-0.00231,0.855
"492","AT4G11120.1","translation elongation factor Ts (EF-Ts), putative;","mitochondrion",6777802,6780166,"forward","Nucleus",0.0128303646934978,0.992336525896516,0.552,0.0014,0.467,0.00185,0.0373817994302878,0.843790391189204,0.545,0.188,0.221,0.471
"493","AT4G11150.1","vacuolar ATP synthase subunit E1;Encodes a vacuolar H+-ATPase subunit E isoform 1 which is required for Golgi organization and vacuole function in embryogenesis.","golgi,vacuole",6799935,6801932,"forward","Nucleus",-0.00875394246164561,0.998022334505606,0.0776,0.774,-0.194,0.735,0.039231188586493,0.759125076411904,-0.579,0.697,-0.265,0.751
"494","AT4G11600.1","glutathione peroxidase 6;Encodes glutathione peroxidase.","mitochondrion",7009769,7011375,"reverse","Nucleus",-0.0155783865050854,0.992980731736251,-0.17,0.737,-0.529,0.411,-0.14749715683357,0.0366340880029958,-0.169,0.855,-0.622,0.505
"495","AT4G12130.1","Glycine cleavage T-protein family;","mitochondrion",7263599,7265812,"forward","Nucleus",0.0102255003566903,0.990903826427078,-0.157,0.736,0.341,0.599,0.162390949253855,0.315317299938349,-0.395,0.789,0.543,0.529
"496","AT4G12340.1","copper ion binding;","mitochondrion",7321278,7322477,"reverse","Nucleus",-0.00542928009641953,0.998939767660952,-0.661,0.613,0.602,0.647,0.0256415114474887,0.863415869213154,-0.739,0.799,1.66,0.269
"497","AT4G12800.1","photosystem I subunit l;Encodes subunit L of photosystem I reaction center.","plastid",7521322,7522670,"forward","Nucleus",0.00736670567885312,0.987401041338587,0.216,0.76,0.303,0.766,0.445346259417731,0.05891057364526,-0.723,0.796,-0.419,0.781
"498","AT4G13360.1","ATP-dependent caseinolytic (Clp) protease/crotonase family protein;","mitochondrion",7775128,7777895,"forward","Nucleus",0.00719585765634981,0.978892720384414,-0.228,0.681,0.0571,0.816,-0.0322125875052347,0.790570982254168,-0.53,0.714,0.375,0.664
"499","AT4G13430.1","isopropyl malate isomerase large subunit 1;Encodes methylthioalkylmalate isomerase.","plastid",7803933,7807871,"reverse","Nucleus",0.131319132089033,0.237692870839285,-0.165,0.708,-0.56,0.153,0.0291464683105185,0.787063691993893,-0.712,0.536,-0.824,0.13
"500","AT4G13850.1","glycine-rich RNA-binding protein 2;Encodes a glycine-rich RNA-binding protein. Gene expression is induced by cold.","mitochondrion",8020951,8022221,"forward","Nucleus",0.0402033223269993,0.775218129121247,0.171,0.585,0.294,0.224,0.33415366997893,0.0327629865388966,0.117,0.834,0.236,0.581
"501","AT4G13940.1","SAHH1","cytosol",8054861,8057181,"forward","Nucleus",0.0419225779926997,0.917302884556826,-0.515,0.649,-0.218,0.787,0.190266562933727,0.0362139531042409,-0.724,0.786,-0.826,0.614
"502","AT4G13940.2","SAHH2","cytosol",8054861,8057181,"forward","Nucleus",0.0419225779926997,0.917302884556826,-0.191,0.753,-0.291,0.743,0.190266562933727,0.0362139531042409,-0.141,0.867,-1.06,0.378
"503","AT4G14430.1","indole-3-butyric acid response 10;Encodes a peroxisomal delta3, delta2-enoyl CoA isomerase, involved in unsaturated fatty acid degradation. This enzyme might also be involved in the conversion of indole-3-butyric acid to indole-3-acetic acid via a beta-oxidation-like pathway.","peroxisome",8304600,8305705,"reverse","Nucleus",-0.00735608315312022,0.998022334505606,0.624,0.394,-0.29,0.697,-0.0773533907717069,0.750988731287135,-0.177,0.855,-0.293,0.764
"504","AT4G15640.1","adenylyl cyclase;(source:Araport11)","mitochondrion",8918985,8921930,"reverse","Nucleus",0.0208526135707145,0.967563609867665,2.66,2.72e-05,2.25,3.84e-05,0.290567502465005,0.0487299126524564,2.35,0.117,1.23,0.241
"505","AT4G16210.1","enoyl-CoA hydratase/isomerase A;","peroxisome",9176673,9178048,"reverse","Nucleus",0.000973497694902733,0.99926556645415,-0.12,0.769,0.147,0.791,1.09638829232899,2.83030551695652e-15,-0.705,0.727,0.55,0.646
"506","AT4G16450.1","NADH-ubiquinone oxidoreductase;(source:Araport11)","mitochondrion,golgi,vacuole",9280074,9280718,"forward","Nucleus",0.00424800289924319,0.998939767660952,-0.624,0.571,0.0854,0.82,0.118289102343737,0.323597513529115,-0.743,0.77,-0.612,0.691
"507","AT4G16580.1","Protein phosphatase 2C family protein;","mitochondrion",9340993,9342846,"reverse","Nucleus",-0.0211349335826723,0.884607538659172,0.181,0.722,-0.37,0.564,0.199350988392502,0.29014974518541,0.134,0.859,-0.506,0.568
"508","AT4G16760.1","acyl-CoA oxidase 1;Encodes a medium to long-chain acyl-CoA oxidase. Catalyzes the first step of fatty acid beta-oxidation. Involved in jasmonate biosynthesis. Gene expression is induced by wounding, drought stress, abscisic acid, and jasmonate.","peroxisome",9424703,9428895,"reverse","Nucleus",0.0108675836556857,0.998022334505606,-0.467,0.139,-0.0852,0.77,-0.0863984781110318,0.444969654143878,-0.265,0.762,-0.19,0.714
"509","AT4G16800.1","ATP-dependent caseinolytic (Clp) protease/crotonase family protein;","mitochondrion",9454816,9457039,"reverse","Nucleus",0.000140338407397795,0.999711578275955,-0.857,0.375,-0.368,0.707,0.140971517264931,0.435500550942054,-0.201,0.86,0.212,0.815
"510","AT4G17650.1","Polyketide cyclase / dehydrase and lipid transport protein;","mitochondrion",9827515,9829659,"forward","Nucleus",0.00868848017629253,0.997487795080892,-0.686,0.579,0.868,0.439,0.0145407204449931,0.956046158842482,-1.18,0.681,1.41,0.329
"511","AT4G18360.1","Aldolase-type TIM barrel family protein;","peroxisome",10145919,10148682,"reverse","Nucleus",-0.00967957016687942,0.978892720384414,0.42,0.506,0.328,0.602,-0.193742961066235,0.349255562293172,-0.146,0.855,-0.163,0.802
"512","AT4G19540.1","IND1(iron-sulfur protein required for NADH dehydrogenase)-like;","mitochondrion",10657383,10659233,"forward","Nucleus",-0.00340931874488432,0.998939767660952,0.561,0.299,0.0144,0.834,0.0555598315573107,0.769712705416124,0.719,0.589,-0.409,0.622
"513","AT4G19880.1","Glutathione S-transferase family protein;","plastid",10784391,10786423,"reverse","Nucleus",-0.0174515526318616,0.970224950517315,-0.47,0.444,-0.353,0.566,-0.0846743145472484,0.614054191813851,-0.33,0.806,-0.486,0.566
"514","AT4G20020.1","Encodes a protein involved in RNA editing in mitochondria. Member of MORF family consisting of of nine full-length proteins encoded in the nuclear genome. MORF proteins are required for all RNA editing events in plastids and for many, possibly also all, sites in mitochondria. Potential link between the RNA binding PPR protein and the protein contributing the enzymatic activity in RNA editing.","mitochondrion",10844131,10846147,"reverse","Nucleus",0.0627001592911347,0.658515659341513,0.118,0.782,-0.242,0.785,0.53454384088689,0.000118301920729095,-0.618,0.814,-0.903,0.607
"515","AT4G20150.1","excitatory amino acid transporter;(source:Araport11)","mitochondrion",10888262,10889597,"reverse","Nucleus",-0.00699653913910585,0.998022334505606,0.219,0.701,-0.311,0.64,0.0201526542580715,0.888669380872171,0.361,0.802,-0.369,0.693
"516","AT4G20260.1","plasma-membrane associated cation-binding protein 1;Encodes a Ca2+ and Cu2+ binding protein. N-terminal myristylation on glycine 2 appears to enable it to associate tightly with the plasma membrane. Recombinant PCaP1 interacts strongly with phosphatidylinositol 3,5-bisphosphate (PtdIns(3,5)P2) and  PtdIns (3,4,5)P3, and weakly with PtdIns(3,5)P2 and PtdIns(4,5). It also interacts with calmodulin (CaM) in a calcium-dependent manner. CaM does not interfere with PCaP1 membrane localization but does weaken interactions between it and the PtdInsPs. PCaP1 has an apparent Kd of 10 uM for Cu2+ and can bind six ions per protein. Transcript levels for PCaP1 first fall and then rise following exposure to CuCl2. Mannitol, sorbitol, and the flg22 oligopeptide also increase expression levels.","plasma,membrane,cytosol",10940746,10943495,"forward","Nucleus",0.00244223463264105,0.998939767660952,0.717,0.108,-0.0643,0.808,-0.0137435652696791,0.969319459936164,0.565,0.641,-0.542,0.396
"517","AT4G20360.1","RAB GTPase homolog E1B;","plastid",10989952,10991709,"forward","Nucleus",-0.00516914646343418,0.998333771013429,0.36,0.701,-0.106,0.815,0.306294833216731,0.0976455942429253,-0.677,0.785,-0.603,0.694
"518","AT4G20760.1","NAD(P)-binding Rossmann-fold superfamily protein;","mitochondrion",11129015,11130770,"forward","Nucleus",0.00383212471648795,0.998022334505606,0.299,0.645,-0.227,0.719,0.0587161674016284,0.815952144990083,-0.721,0.635,-0.483,0.603
"519","AT4G20930.1","6-phosphogluconate dehydrogenase family protein;","mitochondrion",11198389,11201087,"reverse","Nucleus",0.0100631087219164,0.98388428624281,0.0819,0.778,-0.855,0.11,0.141233977729875,0.492765836084978,0.602,0.732,-0.146,0.818
"520","AT4G21090.1","MITOCHONDRIAL  FERREDOXIN 2;","mitochondrion",11256459,11258587,"reverse","Nucleus",0.00251128078158571,0.998939767660952,-0.242,0.381,-0.059,0.78,0.0265224355936394,0.918557432810401,-0.231,0.737,-0.305,0.382
"521","AT4G21280.1","photosystem II subunit QA;Encodes the PsbQ subunit of the oxygen evolving complex of photosystem II.","plastid",11334402,11335773,"forward","Nucleus",0.00676851670257916,0.99072539773947,-0.642,0.199,0.0569,0.814,0.428096638559218,0.0510410373833657,-1.23,0.221,-1.02,0.065
"522","AT4G22220.1","SufE/NifU family protein;Encodes a mitochondrial protein similar to E.coli IscU.  In bacteria, IscU is a scaffold protein accepting sulfur and iron to build a transient Fe-S cluster,which is subsequently transferred to a target apoprotein.","mitochondrion",11759155,11760960,"reverse","Nucleus",0.0280637559648884,0.970224950517315,0.121,0.704,-0.0497,0.805,0.185834075905089,0.0118061806365583,0.309,0.73,-0.0216,0.846
"523","AT4G22310.1","Uncharacterised protein family (UPF0041);","mitochondrion",11791321,11792876,"forward","Nucleus",0.001609566199107,0.999108352988235,0.232,0.58,-0.101,0.765,-0.0358019922067528,0.846866559578072,-0.289,0.767,-0.207,0.72
"524","AT4G23100.1","glutamate-cysteine ligase;Encodes the enzyme glutamate-cysteine ligase catalyzing the first, and rate-limiting, step of glutathione biosynthesis.  Required for cell proliferation at the root tip. Involved in susceptibility to the bacterial pathogen Pseudomonas syringae. Mutants are phytoalexin defective.","plastid",12103161,12107299,"reverse","Nucleus",0.0184420665613674,0.98909758455714,-0.0391,0.793,-0.321,0.662,0.00678256615100792,0.963752666944408,-1.86,0.114,-0.146,0.818
"525","AT4G23620.1","Ribosomal protein L25/Gln-tRNA synthetase, anti-codon-binding domain;","mitochondrion",12314583,12316715,"reverse","Nucleus",0.0192249915590255,0.97415947121779,0.0698,0.79,0.0185,0.836,0.114090777020157,0.435053643705996,1.52,0.539,-0.499,0.742
"526","AT4G23760.1","Cox19-like CHCH family protein;","mitochondrion",12381845,12383034,"forward","Nucleus",0.0195875061054564,0.954866853870766,-0.163,0.711,0.0848,0.796,0.127399534385368,0.491340583676309,-0.403,0.748,0.226,0.749
"527","AT4G24190.1","Chaperone protein htpG family protein;encodes an ortholog of GRP94, an ER-resident HSP90-like protein and is involved in regulation of meristem size and organization. Single and double mutant analyses suggest that SHD may be required for the correct folding and/or complex formation of CLV proteins. Lines carrying recessive mutations in this locus exhibits expanded shoot meristems, disorganized root meristems, and defective pollen tube elongation. Transcript is detected in all tissues examined and is not induced by heat.  Endoplasmin supports the protein secretory pathway and has a role in proliferating tissues.","endoplasmic,reticulum",12551717,12555909,"reverse","Nucleus",-0.000832619242877301,0.999711578275955,-0.494,0.281,-0.268,0.594,-0.297421722726689,0.0502550278149571,-0.0342,0.875,-0.0336,0.845
"528","AT4G24280.1","HSP70-6","plastid",12589988,12593630,"forward","Nucleus",0.0331732415688521,0.917302884556826,0.0106,0.801,-0.386,0.515,0.421896382518824,0.000336990009416972,-0.605,0.674,-0.369,0.672
"529","AT4G24280.2","HSP70-7","plastid",12589988,12593630,"forward","Nucleus",0.0331732415688521,0.917302884556826,0.26,0.717,-0.546,0.525,0.421896382518824,0.000336990009416972,-0.62,0.766,-0.698,0.562
"530","AT4G24620.1","phosphoglucose isomerase 1;The PGI1 gene encodes the plastid phospho-glucose (Glc) isomerase. While pgi1-1 mutant has a deficiency in leaf starch synthesis, it accumulates starch in root cap cells. Flowering time of the pgi1-1 mutant is significantly delayed under short-day conditions.","plastid",12708752,12712825,"reverse","Nucleus",-0.0200367270650884,0.98388428624281,-0.412,0.524,-0.283,0.658,-0.0958156760195953,0.583065129968733,-0.508,0.739,0.459,0.605
"531","AT4G24830.1","arginosuccinate synthase family;","plastid",12792873,12795974,"reverse","Nucleus",0.03418027043353,0.877192972994045,0.461,0.557,-0.377,0.628,0.0638134818871765,0.719919493672311,-0.00989,0.88,-0.0557,0.844
"532","AT4G25100.1","Fe superoxide dismutase 1;Fe-superoxide dismutase","plastid,cytosol",12884300,12886821,"reverse","Nucleus",0.00862615448269523,0.956156101149014,0.831,0.628,-0.607,0.714,0.368660229891808,0.0295910770436931,0.109,0.875,-0.0737,0.849
"533","AT4G25130.1","peptide met sulfoxide reductase 4;Encodes a chloroplast-localized methionine sulfoxide reductase that is a member of the MSRA family. Involved in protection of chloroplasts from oxidative stress.","plastid",12898591,12900064,"reverse","Nucleus",-0.000628021039961769,0.999711578275955,0.0209,0.783,0.2,0.292,0.0918473219037168,0.547414493617715,-0.125,0.803,0.136,0.679
"534","AT4G25315.1","Expressed protein;","nucleus",12951360,12952870,"reverse","Nucleus",0.0257949803974362,0.86627517775711,-0.0836,0.783,-0.187,0.781,0.33440489071619,0.0500819544598719,-0.585,0.784,-0.12,0.833
"535","AT4G26210.1","Mitochondrial ATP synthase subunit G protein;","mitochondrion",13281946,13283402,"forward","Nucleus",0.00627143822262044,0.998022334505606,-0.629,0.661,1.07,0.439,0.0300484383465636,0.883299095673484,-0.561,0.835,1.67,0.356
"536","AT4G26410.1","Uncharacterised conserved protein UCP022280;","mitochondrion",13346654,13349016,"forward","Nucleus",0.00536031582289778,0.998939767660952,0.026,0.794,-0.0734,0.804,0.190003621416406,0.106960541417606,-0.898,0.414,-0.208,0.766
"537","AT4G26780.1","Co-chaperone GrpE family protein;unknown function","mitochondrion",13484839,13486771,"reverse","Nucleus",0.0063662333118795,0.988435804831584,0.0387,0.759,0.00894,0.83,0.224014692646241,0.181241793347382,0.181,0.734,0.0841,0.767
"538","AT4G26860.1","Predicted pyridoxal phosphate-dependent enzyme, YBL036C type;","mitochondrion,plastid",13503086,13504780,"reverse","Nucleus",0.00236553060488414,0.998939767660952,-0.26,0.665,-0.1,0.797,0.250488957189394,0.156198473372259,-0.733,0.609,-0.367,0.684
"539","AT4G26910.1","Dihydrolipoamide succinyltransferase;","mitochondrion",13519811,13522442,"reverse","Nucleus",-0.0236288289140281,0.970224950517315,0.0475,0.75,-0.22,0.236,-0.17854086544358,0.0891791647190057,-0.0356,0.866,-0.187,0.561
"540","AT4G26970.1","aconitase 2;Encodes an aconitase that can catalyze the conversion of citrate to isocitrate through a cis-aconitate intermediate, indicating that it may participate in the TCA cycle and other primary metabolic pathways. The protein is believed to accumulate in the mitochondria and the cytosol. It affects CSD2 (At2g28190 - a superoxide dismutase) transcript levels and may play a role in the response to oxidative stress. One member of the family (ACO1 - At35830) was shown to specifically bind to the 5' UTR of CSD2 in vitro.","mitochondrion",13542918,13548629,"forward","Nucleus",-0.0106806060185409,0.990451539929643,-0.39,0.0192,-0.258,0.0938,-0.147409522575443,0.342319640046699,-0.373,0.369,-0.258,0.304
"541","AT4G27585.1","SPFH/Band 7/PHB domain-containing membrane-associated protein family;","mitochondrion",13766763,13769961,"reverse","Nucleus",0.0285496724579623,0.93605096232075,-0.826,0.306,0.000371,0.839,0.0493610983577075,0.812664969825464,-1.18,0.545,0.0261,0.851
"542","AT4G28220.1","NAD(P)H dehydrogenase B1;","mitochondrion",13992997,13995831,"forward","Nucleus",0.0118929778925017,0.970224950517315,-0.0315,0.796,-0.827,0.177,0.467037428744261,0.0239947217032751,-0.69,0.721,-0.655,0.548
"543","AT4G28360.1","Ribosomal protein L22p/L17e family protein;","mitochondrion",14029009,14031040,"reverse","Nucleus",0.00942821316495344,0.989686861006954,0.0959,0.771,0.514,0.427,0.0930700021013393,0.650464085472339,-0.299,0.827,0.112,0.827
